tumblr,2014-01-27 16:00:00,125712.0
tumblr,2014-01-27 16:05:00,126812.0
tumblr,2014-01-27 16:10:00,129168.0
tumblr,2014-01-27 16:15:00,131228.0
tumblr,2014-01-27 16:20:00,131952.0
tumblr,2014-01-27 16:25:00,132419.0
tumblr,2014-01-27 16:30:00,133154.0
tumblr,2014-01-27 16:35:00,137020.0
tumblr,2014-01-27 16:40:00,138374.0
tumblr,2014-01-27 16:45:00,139273.0
tumblr,2014-01-27 16:50:00,141372.0
tumblr,2014-01-27 16:55:00,139483.0
tumblr,2014-01-27 17:00:00,138215.0
tumblr,2014-01-27 17:05:00,143233.0
tumblr,2014-01-27 17:10:00,140979.0
tumblr,2014-01-27 17:15:00,146491.0
tumblr,2014-01-27 17:20:00,141552.0
tumblr,2014-01-27 17:25:00,143914.0
tumblr,2014-01-27 17:30:00,147927.0
tumblr,2014-01-27 17:35:00,145294.0
tumblr,2014-01-27 17:40:00,143186.0
tumblr,2014-01-27 17:45:00,146273.0
tumblr,2014-01-27 17:50:00,147039.0
tumblr,2014-01-27 17:55:00,144976.0
tumblr,2014-01-27 18:00:00,143170.0
tumblr,2014-01-27 18:05:00,147194.0
tumblr,2014-01-27 18:10:00,148402.0
tumblr,2014-01-27 18:15:00,149286.0
tumblr,2014-01-27 18:20:00,147759.0
tumblr,2014-01-27 18:25:00,147677.0
tumblr,2014-01-27 18:30:00,147816.0
tumblr,2014-01-27 18:35:00,150289.0
tumblr,2014-01-27 18:40:00,156983.0
tumblr,2014-01-27 18:45:00,154656.0
tumblr,2014-01-27 18:50:00,152551.0
tumblr,2014-01-27 18:55:00,152911.0
tumblr,2014-01-27 19:00:00,150981.0
tumblr,2014-01-27 19:05:00,152485.0
tumblr,2014-01-27 19:10:00,152710.0
tumblr,2014-01-27 19:15:00,148122.0
tumblr,2014-01-27 19:20:00,152631.0
tumblr,2014-01-27 19:25:00,156647.0
tumblr,2014-01-27 19:30:00,156098.0
tumblr,2014-01-27 19:35:00,151391.0
tumblr,2014-01-27 19:40:00,160807.0
tumblr,2014-01-27 19:45:00,155997.0
tumblr,2014-01-27 19:50:00,158372.0
tumblr,2014-01-27 19:55:00,154807.0
tumblr,2014-01-27 20:00:00,159433.0
tumblr,2014-01-27 20:05:00,159776.0
tumblr,2014-01-27 20:10:00,162548.0
tumblr,2014-01-27 20:15:00,163955.0
tumblr,2014-01-27 20:20:00,164420.0
tumblr,2014-01-27 20:25:00,166027.0
tumblr,2014-01-27 20:30:00,166913.0
tumblr,2014-01-27 20:35:00,167160.0
tumblr,2014-01-27 20:40:00,177085.0
tumblr,2014-01-27 20:45:00,171959.0
tumblr,2014-01-27 20:50:00,169510.0
tumblr,2014-01-27 20:55:00,172422.0
tumblr,2014-01-27 21:00:00,171487.0
tumblr,2014-01-27 21:05:00,171828.0
tumblr,2014-01-27 21:10:00,173953.0
tumblr,2014-01-27 21:15:00,173580.0
tumblr,2014-01-27 21:20:00,174788.0
tumblr,2014-01-27 21:25:00,171413.0
tumblr,2014-01-27 21:30:00,172077.0
tumblr,2014-01-27 21:35:00,173095.0
tumblr,2014-01-27 21:40:00,174741.0
tumblr,2014-01-27 21:45:00,172819.0
tumblr,2014-01-27 21:50:00,171777.0
tumblr,2014-01-27 21:55:00,172853.0
tumblr,2014-01-27 22:00:00,170888.0
tumblr,2014-01-27 22:05:00,171960.0
tumblr,2014-01-27 22:10:00,173493.0
tumblr,2014-01-27 22:15:00,175106.0
tumblr,2014-01-27 22:20:00,174874.0
tumblr,2014-01-27 22:25:00,175485.0
tumblr,2014-01-27 22:30:00,173436.0
tumblr,2014-01-27 22:35:00,175575.0
tumblr,2014-01-27 22:40:00,171723.0
tumblr,2014-01-27 22:45:00,173786.0
tumblr,2014-01-27 22:50:00,176954.0
tumblr,2014-01-27 22:55:00,175466.0
tumblr,2014-01-27 23:00:00,172889.0
tumblr,2014-01-27 23:05:00,174395.0
tumblr,2014-01-27 23:10:00,173586.0
