twitter,2014-01-28 12:00:00,328821.0
twitter,2014-01-28 12:05:00,332153.0
twitter,2014-01-28 12:10:00,343307.0
twitter,2014-01-28 12:15:00,345560.0
twitter,2014-01-28 12:20:00,337822.0
twitter,2014-01-28 12:25:00,336342.0
twitter,2014-01-28 12:30:00,358700.0
twitter,2014-01-28 12:35:00,355891.0
twitter,2014-01-28 12:40:00,358754.0
twitter,2014-01-28 12:45:00,355984.0
twitter,2014-01-28 12:50:00,
twitter,2014-01-28 12:55:00,365654.0
twitter,2014-01-28 13:00:00,386420.0
twitter,2014-01-28 13:05:00,380320.0
twitter,2014-01-28 13:10:00,387477.0
twitter,2014-01-28 13:15:00,382505.0
twitter,2014-01-28 13:20:00,383828.0
twitter,2014-01-28 13:25:00,386630.0
twitter,2014-01-28 13:30:00,394229.0
twitter,2014-01-28 13:35:00,402354.0
twitter,2014-01-28 13:40:00,409742.0
twitter,2014-01-28 13:45:00,410760.0
twitter,2014-01-28 13:50:00,409369.0
twitter,2014-01-28 13:55:00,403357.0
twitter,2014-01-28 14:00:00,
twitter,2014-01-28 14:05:00,421453.0
twitter,2014-01-28 14:10:00,423055.0
twitter,2014-01-28 14:15:00,419671.0
twitter,2014-01-28 14:20:00,412828.0
twitter,2014-01-28 14:25:00,406556.0
twitter,2014-01-28 14:30:00,414753.0
twitter,2014-01-28 14:35:00,426431.0
twitter,2014-01-28 14:40:00,432547.0
twitter,2014-01-28 14:45:00,426458.0
twitter,2014-01-28 14:50:00,414741.0
twitter,2014-01-28 14:55:00,420651.0
twitter,2014-01-28 15:00:00,422653.0
twitter,2014-01-28 15:05:00,448005.0
twitter,2014-01-28 15:10:00,430824.0
twitter,2014-01-28 15:15:00,437634.0
twitter,2014-01-28 15:20:00,417127.0
twitter,2014-01-28 15:25:00,424526.0
twitter,2014-01-28 15:30:00,418843.0
twitter,2014-01-28 15:35:00,414760.0
twitter,2014-01-28 15:40:00,426065.0
twitter,2014-01-28 15:45:00,412898.0
twitter,2014-01-28 15:50:00,403859.0
twitter,2014-01-28 15:55:00,404835.0
twitter,2014-01-28 16:00:00,398051.0
twitter,2014-01-28 16:05:00,405012.0
twitter,2014-01-28 16:10:00,402771.0
twitter,2014-01-28 16:15:00,409426.0
twitter,2014-01-28 16:20:00,390101.0
twitter,2014-01-28 16:25:00,395523.0
twitter,2014-01-28 16:30:00,397949.0
twitter,2014-01-28 16:35:00,390291.0
twitter,2014-01-28 16:40:00,394726.0
twitter,2014-01-28 16:45:00,382182.0
twitter,2014-01-28 16:50:00,382063.0
twitter,2014-01-28 16:55:00,374073.0
twitter,2014-01-28 17:00:00,371885.0
twitter,2014-01-28 17:05:00,386882.0
twitter,2014-01-28 17:10:00,377088.0
twitter,2014-01-28 17:15:00,380936.0
twitter,2014-01-28 17:20:00,376331.0
twitter,2014-01-28 17:25:00,359347.0
twitter,2014-01-28 17:30:00,371218.0
twitter,2014-01-28 17:35:00,367226.0
twitter,2014-01-28 17:40:00,363616.0
twitter,2014-01-28 17:45:00,360615.0
twitter,2014-01-28 17:50:00,366865.0
twitter,2014-01-28 17:55:00,359393.0
twitter,2014-01-28 18:00:00,354813.0
twitter,2014-01-28 18:05:00,366465.0
twitter,2014-01-28 18:10:00,360614.0
twitter,2014-01-28 18:15:00,377869.0
twitter,2014-01-28 18:20:00,370545.0
twitter,2014-01-28 18:25:00,374108.0
twitter,2014-01-28 18:30:00,357375.0
twitter,2014-01-28 18:35:00,363822.0
twitter,2014-01-28 18:40:00,381730.0
twitter,2014-01-28 18:45:00,378489.0
twitter,2014-01-28 18:50:00,356907.0
twitter,2014-01-28 18:55:00,364009.0
